text,category
like  hero   comment  avengers endgame,Positive
kamal hasan nu potruku  where is he,Mixed_feelings
kabalikaalapetta  mathiri mass movie than venum,Mixed_feelings
ttha mass da indian cinema da gethu moment,Mixed_feelings
thala yoda last dialog sema mass vera level,Positive
verrraaaaaa level thalaivar  pongal semma treat tha,Positive
inga kodutha sweet saapttu andha pakkam poanaen araliya arachi kodukkuraanunga yammaadi dei siva aendaa indha kola veri,Mixed_feelings
muttu muttu album song hero teejay irukaru,Positive
thalaivaa rajni another level movie jai rajnikanth,Positive
late ah vandhalum latest tah vanthuruchu,Positive
thalaivar always mass tha pettala innum marana ma mass kaati irukaru,Positive
sema movie yethana murai vendumanaalum pakalam,Positive
pink movie ka mc kejriwal kr diya in south walo ne,Positive
mavane kola kaand la iruke kollaama vidamate semmaaaaaaaaaa,Positive
paravala na joker avea irunthutuu poren,Positive
rajni wid nawaz too much fun,Positive
stunning stone  neraya neraya neraya,Positive
 k likes reached aairuku,Positive
basha back   thalaivaaa i love you   ,Positive
just like ram charan s rangastalam movie ,Negative
thalapathy fans sarbaaga padam vetri pera vazhthukal nanba,Negative
daily trailer parkura angaali pangaali ellaam oru like podunga,Positive
vera vera vera level unbleavble ini thala vettai aarambam,Positive
climax dialogue ku theatres ellam therika pogudhu,Positive
otha set agala da pooolu ajith,Negative
sun pictures please upload promo video of petta for rocking it,unknown_state
pakka thane pora intha kaali oda aattatha,Positive
o kuda padma sariya odala but ithu therikum,Positive
ena da idhu views likes lam paths parithabama irukuuuneega lam engaluku competitor nu solikadhinga daa  aamais,Negative
vijay sethupathi um rajini um serthu seen ellaya pa,unknown_state
true rajini sir fans hit here,Positive
trailer nalaruku padam nalarukm nu oru nampikai iruku  vj sethupathi,Positive
rajni name is enough podaaaaa,Positive
idhu chumma trailer thaa ma main pitch ah nee innun paakala paatharaatha pathari poyuruva,Positive
na vjs kaga like pota rajini kaga ila,Mixed_feelings
ayyo thalaivaa kethu mass  alluthe,Positive
nerkondaparvai thala fans like panna vanam                like         ,Positive
savuratha irundha sanda potu savanum  uyiruku bayandhu kaala vilundhu kenji sava kudathu  ,Positive
hindi rajni fans hit like,Positive
eindha movie story ena nu kuda puriyala,Positive
kandipa padam asal  billa veeram  ennai arindhal vivegam  madhri flop nu soldravanga like and cmnt panunga   ,Negative
vera vera vera level thalaiva ani bgm tharikuthu karthic makes magicvjs superrr sasikumar,Positive
sk  well and good  yuvan bgm,Mixed_feelings
saavuratha irunthaalum santa pottu savanum sir baynthu kaalla ulunthu saahakkootathu,unknown_state
thala da last dialogue in masss ultimate,Positive
this movei is just like  ellam avan seyal,Negative
dhanush  vishal jayamravi   lov from kerala,Positive
thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaa   no words can describe you are enthusiasm simply vera level,Positive
nkp is going to be you are best after vaali,Positive
august   thalaiyoda adavadi performance arambamfans vanthu alaparaiya kootunga pa ok,Positive
anna epome sema dhan love you anna,Positive
tik tik tik trailer idhavade superaa irukku,Positive
sankar sir vera level sir thanks sir ,Positive
i am  thalapathy fanbut  i like thalatrailer mersal ah irukubest of luck for nerkonda paarvai team,Positive
bigil kuda release pana porigala ok ok,Mixed_feelings
ayyo nanga ninacha thalaivaraaaa screen la pakka poraaa janth   superrr starrrrr marana masss tnqqqq karthik subbraj anna,Positive
movie vera level      like kgf,Positive
indha maari ponnungalukkellam indha mathiri thaan nadakkum appadi ellam nadakkathu nadakkavum koodathu,Mixed_feelings
vera madhiri iruku maass  hit   ,Positive
rasithu rusichi sethuki yirukkar karthik suburaj,Positive
ippa enna panna poorom  sweet sappida pooram  anirudh bgm parakkuthu background la,Positive
kamal time is prefer fat like v,Positive
morning lindhu trailer pathuttu yavalo comment likes checkpannite erukravange like podunge,Positive
massssssssss thanks for bringing our thalaivar back,Positive
viswasam trailer ippo dhaan paarthaen siva underwearoada oada poaradhu urudhi,Negative
nann thapathy fan but nanum like poten pa,Positive
andha fight scene la yarukkellam pullarichudhu,Positive
vj sethupathi anna mass  bgm kola massssssss,Positive
ayayo ithu nalla illa semmaya iruku thalaiva,Positive
sridevi daughter khushi kapoor met ajith,Positive
pongal ku kandipa you vidhamaana sweet saapda porom,Positive
 marvel feel enaku mattum thaan varutho,Mixed_feelings
dhanush anna va pidicgavanga like podunga,Positive
ithu kandipa vera level blockbuster tamil cinemalaa,Mixed_feelings
bigil trailer pathutu vanthavanga like here,Positive
intha mari nariya nariya nariya  awesome trailer i am waiting for you thala,Positive
x patha dhan kekudhu da editor naaye ivalo fasta iruku,Positive
antha fight payangara kola mass ah irukku pls sekkirama movie ah release pannunga,Positive
waiting for okay in chiyan,Positive
man of steel bgm feel varudhu,Negative
na pink pathuten bt edhu pudhusha rku for thalaikaha matum  ,Positive
malayalam cimima copy master pieace malayalam mamooty,Positive
oruthar mela vishwasatha katrakkaga mathavangala  en asinga paduthuringa think about all fans,Mixed_feelings
thala thala thala thala thalathala thala,Mixed_feelings
mass na idhutaa ippo trending la no  aairuchu,Positive
oru visvasthukage ennorthore yethukku asingge paduthuringgsemme,Mixed_feelings
dhanush vera level performance in asuran,Positive
 thalapathy swag  that kaila thuppakki ya suthura moment,Positive
enna da ithu views stuck agitu nikkuthu,Positive
dislike panna vanthavanga like pannunga,Positive
mokkaya irukku kelattu payan ipo la str tha mass,Negative
kannada d boss fans hit like,Positive
semma i love you vikram anna,Positive
edhula krish laye pathachi but sk kaga paakalam,Positive
krish   dhoom   hero,Positive
vijaysethupathi dialogue pesalanu yaru yaru feel pandringaaaaa,Positive
 superb line thalivar poster kichinge adukaga inda line,Positive
                                                                     awesome thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Negative
ajith scene nariya katirukanga but moviesla kamiyathan varum,Positive
 she looks like taiwan tzuyi,Mixed_feelings
waitis dat rangaraj pandey at ,Negative
idhe velaiyaga iruppavargal inge like podunga,Positive
love you anna from telugu fans,Positive
innum neraya neraya neraya pakka poringa thala swag,Positive
king of kollywood thala always mass,Positive
illaya super star dhanus fans like panuga,Negative
kolla massss   namaku thevaiyanadhu namba dhan adichu vaganum  vera level thalivaa,Negative
semmaa maasss  shankar proud of tamil ,Positive
bgm ku tittle ku variation iruku,Mixed_feelings
ennada sk paithiyakara maari dialogue pesama irukanenu paathan kadaisiya pesitan,Positive
viswasam trend aana udane ithuvum pinnadiye trend aaguthu  naal engae irunthicho,Positive
 thaa marana verithanam dawww,Negative
telugu trailer release cheyandi director garu               ,Positive
thala fans views konjam adigama ethunga social media trending thala fans mattum tha irukkanum views konjam ethunga,Positive
niraya niraya niraya paer wait pannitirukkom thala,Positive
vijay sethupathi than mulu padatha kapatha pororaru,Positive
thalaaaaaaaaaaaaa wow fight scene iruku namaku treat iruku,Positive
official trailer finally released yayayayayayayyayayayayyayayayayayayayayayayayayayyayayayayayayayayayayy you do not know how much happy i am yayayayayayayyayayayayyayayayayayayayayayayayayayyayayayayayayayayayayy so cool,Positive
entha nayee laa dislike poduthoo avanukulaaa cinema rasika theriyathavaan,Mixed_feelings
last second pathaunga mattum like podunga,Positive
thala kola mass vera leval   ,Positive
iron man ku voice koduthu movie ah kevalapaditala entha movie flop aerum,Negative
anyone here for abirami aftet seeing biggboss  tamil,Positive
nijamave trailer super vera level ah irukku waiting,Positive
ennaku enamo vjs intha padathula alaga irrukura maathiri irruku,Positive
youtube problem ma innanu therilaye romba nerama  k views la ye iruku,Positive
ippa ena panaporamsweet sapda poram sema,Positive
wooooo super super   akki bhai  rajni sir super  super hit waiting for movie,Positive
pakka thana poreenga yenga super star attathai petta parak parak,Positive
oruthar mela viswasatha kaatradhukaga innoruthara yen asinga paduthuringa nice message to all,Mixed_feelings
k likes to go  lifetime record aa k like kondu varanum    dhanushveriyan,Mixed_feelings
vera level marana waiting movie ku,Positive
yuvan ka maduum padatha kandipa pakanum semma mass yuvan i love you,Positive
jeikromo illaiyo mothala sanda seiyanum vada chennai saavaratha irunthalum sanda pottu saavanum sir kaithi,Positive
dhanush son name in mari  kaali,Negative
k views but k likes,Mixed_feelings
movie vatri bara thala racigar zarbaga vazzthugal,Positive
subscribers kammiya iruku adhanala views konjam kammiya iruku,Mixed_feelings
oru pakkam paiyan swag kaatran oru pakkam appan swag kaatran,Positive
innoru national award vangama poga mattanga polaye,Positive
omg there are lots of surprising elements  thala,Mixed_feelings
ennada ithu  month ku apram trending aaavuthu  ,Positive
idha ya rajni padam marana mass,Positive
ennangadaa  days ku munna trending la vandhirundhaa inneram  m cross aagirukkum evan paatha vela daa idhu,Positive
story looks weak in it hoping movie would be good,Positive
thala fans la oru like podu,Positive
thalpathi   waiting  da,Positive
always mass paka mass ajith sir,Positive
ethu rajini padam illa karthik padam,Positive
indha movie ya kuda dislike poda yapdi manasu varutha,Positive
surya anna fans hit like,Positive
plz release telugu trailer sun pictures,Positive
vijaysethupathi  rajnikanth  nawazuddin siddiqui  pongalukku aattam iruku   ,Positive
thala    next deepawali saravedi daa,Positive
karthi oru rakshyum ella fight ellam vere level,Mixed_feelings
saaho m in  hours asit ajakkuku saavu mani adichitu poitaaru namma bahubali,Negative
trailer final shot bayangrama iruku,Negative
video varla athukulla dislike ha  appo kandippa arun vijay fan,Negative
trailer laye sk ku dialogue kammi ah than irukusointha padam kandipa odidum da,Positive
last dialogue a romba pudikum nu solravavanga mattum like pannunga,Positive
bgm nerkonda paarvai madhiri eh iruke,Negative
mee stail avariki radu  sir  meeru supar star  no hero,Positive
bgm vere levelnu solravanga lika podungaya,Positive
thala mass katitinga thalarangaraj pandey vera level,Positive
no means no  best movie enna thala da,Negative
iru  mugan fans hit lyk,Positive
 ommala that bgm yuvan thala ku nu vantha matum epudiyo verithanama bgm poturaru,Positive
sir pls postpone robo  movie,Positive
inemel thala society kaga padam nadika matingurarunu yaravathu katharunanugana avlo tha love uuu my dear mrajithkumar,Positive
apdilam nadakadhu nadakavm kudadhu mass pa,Positive
indha trailer um dislike podranaavan sathyama avan fans ah dha irupanguess who  konja nerathula kovama avane rply panuvan,Positive
rajinikanth and akshay kumar  is best,Negative
apa idhulla sk van yarum illayada,Positive
 bigboss abirami periya mairu maari kaththara,Negative
epppppaaaaaa verithanam da dei marana massssssss,Negative
wow pakka masss thala pola varuma,Positive
thala mass mass mass mass mass mass mass,Positive
sundar ramasamy fans lam thalli poi veladunga thevayillama katharama unga actorku support panni jeika vainga,Positive
mokkaya erukku padam flop  tha,Positive
m likes thalaivar ku reach agumaaa,Positive
baahubali  and  lam thookki saaptruchu vfx la,unknown_state
vera level thalaivar petta trailerhe marana kaattu kaattuthu ,Positive
intha background ah pathaa jiljungjuck padam mathiri irukku,Negative
correct aana time la correct aana movie  thala you are great,Positive
bigil traileruku views set pammi vachirukanka fake views fake likes,Positive
bro pongalukunu solitu th relese pannuranga but pongal vanthuth,Positive
thalaivaaaaa super style love youi am rajinified,Positive
thalaaaaaaaaaaa  you are legion of fans prayer n viswasam eppavume ungalukku mattum dhaaan  love ya ajith sirrrrrr,Positive
marana  mass   thala,Positive
video va dislike panravan thevudiya movan,Negative
surya anna fan like kaithi movie trailer,Negative
kollywood  we do not copy bollywood amitabh bachhan ,Positive
kabali record break pani romba naal achu,Positive
with in one minute la pathavanga like panuga,Mixed_feelings
akshaykumar supper star bollywood king daa,Positive
thala rasigayin sarbaga kaithi block buster aga vazhuthukal,unknown_state
dhanush anna kazhuthula ruthrasha kotta illa karuppu kairu mattum irukku avuroda pasangalukum athey maari kairu kazhuthula iruku,Positive
ena  la irunthu nagarave ila,Positive
shanker sir hard work keeps tamilan in  international stage superb,Mixed_feelings
who came after visuvasam trailer like here ,unknown_state
epdiyum like podamatta pinna ethukku intha commenta vaasikira,unknown_state
innum k dha like podunga,Positive
m views  k likes,Positive
nan hero kaga padam pakaraven illa kathai kaga pakaraven athu puthusa irukanum,Mixed_feelings
intha trailara vida bigil trailar marana maasssa irukkum i am waiting to bigil trailer,Negative
super but k haters mental pu,Negative
sk da balamey awarda haters than,Positive
chiyaan vikram die hard fans like here,Positive
thalapathy vijay anna fans inga vanthathu lokesh annavukaga matum than vera evanukagavum illa,Positive
thaliva semma   parak   mass thaliva    ,Positive
anfield ah maathi rajnifield nu vachurukaanga,Negative
